term,score,polarity,freq_misogynistic,freq_non_misogynistic,total_freq
minaj,0.0,neutral,0,10,10
guim,0.0,neutral,0,8,8
traç,0.0,neutral,0,9,9
president,0.0,neutral,0,5,5
adequ,0.0,neutral,0,6,6
esforç,-0.0,neutral,1,29,30
distorç,0.0,neutral,0,5,5
anim,0.0,neutral,3,45,48
agricult,0.0,neutral,0,6,6
engra莽,0.0,neutral,0,8,8
tain,0.0,neutral,0,10,10
alcanç,0.0,neutral,0,8,8
f谩cil,0.0,neutral,0,6,6
tribut,0.0,neutral,0,6,6
relatóri,-0.0,neutral,0,13,13
desan,0.0,neutral,0,10,10
certific,0.0,neutral,0,6,6
incoer,0.0,neutral,0,6,6
havai,0.0,neutral,0,6,6
pronunc,0.0,neutral,0,5,5
previd,0.0,neutral,2,33,35
heyoon,0.0,neutral,0,8,8
fofur,0.0,neutral,0,8,8
chate,-0.0,neutral,1,29,30
tatu,-0.0,neutral,2,48,50
exoner,0.0,neutral,0,10,10
víci,0.0,neutral,0,6,6
amand,0.0,neutral,1,20,21
pront,0.0,neutral,7,101,108
ahhhhh,0.0,neutral,0,5,5
enfrent,-0.0,neutral,1,28,29
grud,0.0,neutral,0,10,10
helicópter,0.0,neutral,0,10,10
aspir,0.0,neutral,0,6,6
calot,0.0,neutral,0,12,12
acabám,0.0,neutral,0,6,6
previs,0.0,neutral,0,11,11
sintom,0.0,neutral,0,6,6
agiu,0.0,neutral,0,7,7
autárqu,0.0,neutral,0,11,11
reduz,0.0,neutral,1,19,20
muslim,0.0,neutral,0,5,5
franc,-0.0,neutral,1,27,28
partilh,0.0,neutral,0,6,6
magic,0.0,neutral,0,8,8
rapp,-0.0,neutral,0,14,14
vibr,-0.0,neutral,0,14,14
lideranç,0.0,neutral,0,12,12
sony,0.0,neutral,0,6,6
kakakakakak,0.0,neutral,0,6,6
desped,-0.0,neutral,0,14,14
estranh,-0.0,neutral,4,68,72
gostos,0.0,neutral,0,10,10
humor,0.0,neutral,0,10,10
contabil,0.0,neutral,0,6,6
coreograf,-0.0,neutral,0,18,18
francisc,0.0,neutral,0,8,8
transtorn,0.0,neutral,0,9,9
gremi,0.0,neutral,0,6,6
irrelev,0.0,neutral,0,8,8
almoc,0.0,neutral,0,10,10
juan,0.0,neutral,0,8,8
feed,0.0,neutral,0,12,12
acert,-0.0,neutral,1,29,30
desestress,0.0,neutral,0,5,5
lazarent,0.0,neutral,0,6,6
melani,0.0,neutral,0,6,6
aaaaah,0.0,neutral,0,6,6
night,0.0,neutral,0,8,8
richard,-0.0,neutral,0,14,14
migalh,0.0,neutral,0,6,6
hor谩ri,0.0,neutral,0,6,6
gra莽,-0.0,neutral,0,14,14
picolé,0.0,neutral,0,8,8
merma,-0.0,neutral,0,16,16
acessóri,0.0,neutral,0,8,8
naquel,0.0,neutral,0,10,10
flamengu,-0.0,neutral,0,16,16
quil,0.0,neutral,5,75,80
emoj,-0.0,neutral,0,18,18
baekhyun,0.0,neutral,0,6,6
constru,-0.0,neutral,1,33,34
heterossex,0.0,neutral,0,8,8
arauj,0.0,neutral,0,6,6
sabad,0.0,neutral,0,10,10
excit,0.0,neutral,0,8,8
confess,-0.0,neutral,0,21,21
popular,0.0,neutral,0,9,9
match,0.0,neutral,0,6,6
desmai,0.0,neutral,0,6,6
condicion,0.0,neutral,0,8,8
gross,-0.0,neutral,3,62,65
sess,0.0,neutral,0,11,11
pr贸pri,0.0,neutral,0,8,8
difer,0.0,neutral,13,189,202
garraf,0.0,neutral,1,24,25
aveir,0.0,neutral,0,8,8
moletom,0.0,neutral,0,6,6
grêmi,0.0,neutral,0,8,8
cusp,0.0,neutral,1,21,22
ofic,0.0,neutral,0,10,10
atlé,-0.0,neutral,0,14,14
fabi,0.0,neutral,0,8,8
paix,0.0,neutral,0,8,8
peru,0.0,neutral,0,12,12
ídol,0.0,neutral,1,23,24
bagun莽,0.0,neutral,0,6,6
campeonat,-0.0,neutral,2,48,50
aprendiz,0.0,neutral,0,5,5
satisfeit,-0.0,neutral,0,15,15
descrimin,0.0,neutral,0,5,5
casc,0.0,neutral,0,7,7
motor,-0.0,neutral,0,14,14
amarr,0.0,neutral,1,20,21
marret,0.0,neutral,0,6,6
audác,0.0,neutral,0,6,6
técn,-0.0,neutral,2,43,45
pabll,0.0,neutral,0,5,5
metal,0.0,neutral,0,12,12
jikook,0.0,neutral,0,8,8
vemaíafazend,0.0,neutral,0,6,6
entrevist,0.0,neutral,1,20,21
sabadodetremurasdv,0.0,neutral,0,6,6
aspect,0.0,neutral,0,7,7
clam,0.0,neutral,0,9,9
vamooo,0.0,neutral,0,6,6
ifood,0.0,neutral,0,8,8
precios,-0.0,neutral,1,32,33
manoo,-0.0,neutral,0,14,14
heroín,0.0,neutral,0,9,9
help,0.0,neutral,0,6,6
morang,0.0,neutral,0,6,6
demaaa,0.0,neutral,0,6,6
judi,0.0,neutral,0,5,5
inabit,0.0,neutral,0,6,6
espetácul,0.0,neutral,0,10,10
jefferson,0.0,neutral,0,5,5
hous,0.0,neutral,0,12,12
desbloque,0.0,neutral,0,6,6
possibil,-0.0,neutral,0,15,15
melã,0.0,neutral,0,6,6
tenil,0.0,neutral,0,6,6
cebol,0.0,neutral,0,6,6
clik,0.0,neutral,0,6,6
kkkkkkkkkkkj,0.0,neutral,0,6,6
disciplin,0.0,neutral,0,8,8
guard,-0.0,neutral,3,55,58
parabeniz,0.0,neutral,0,6,6
marol,0.0,neutral,0,10,10
nick,0.0,neutral,0,6,6
araúj,-0.0,neutral,0,14,14
fznd,0.0,neutral,0,10,10
gerson,0.0,neutral,0,8,8
idênt,0.0,neutral,0,6,6
rang,0.0,neutral,0,8,8
gráf,0.0,neutral,0,8,8
vtmnc,0.0,neutral,0,6,6
batman,0.0,neutral,0,8,8
nivel,0.0,neutral,0,8,8
magníf,0.0,neutral,0,6,6
manifesta莽茫,0.0,neutral,0,6,6
embal,0.0,neutral,0,8,8
amanhec,0.0,neutral,0,7,7
currícul,0.0,neutral,0,6,6
berr,0.0,neutral,1,18,19
exager,-0.0,neutral,0,16,16
invict,0.0,neutral,0,6,6
racism,0.0,neutral,0,5,5
friend,-0.0,neutral,0,16,16
para铆b,0.0,neutral,0,6,6
cinquent,0.0,neutral,0,6,6
parent,-0.0,neutral,0,15,15
ciúm,0.0,neutral,1,22,23
hahahh,0.0,neutral,0,10,10
vacil,-0.0,neutral,1,35,36
retribu,0.0,neutral,0,11,11
diaa,0.0,neutral,0,6,6
subjug,0.0,neutral,0,5,5
broth,-0.0,neutral,0,17,17
avali,0.0,neutral,0,9,9
bris,0.0,neutral,0,6,6
mixuruc,0.0,neutral,0,6,6
desconstru,0.0,neutral,0,10,10
petr,0.0,neutral,0,10,10
desg,0.0,neutral,0,5,5
meng,0.0,neutral,0,10,10
ming,0.0,neutral,0,7,7
porq,0.0,neutral,1,22,23
espor,0.0,neutral,0,6,6
adulter,0.0,neutral,0,6,6
bragantin,0.0,neutral,0,6,6
comentari,0.0,neutral,0,8,8
caet,0.0,neutral,0,8,8
príncip,0.0,neutral,0,7,7
mind,0.0,neutral,0,6,6
memor,0.0,neutral,0,7,7
salt,-0.0,neutral,0,15,15
polêm,0.0,neutral,1,17,18
espirr,0.0,neutral,0,8,8
oxigêni,0.0,neutral,0,6,6
resgat,-0.0,neutral,0,14,14
tamb茅m,-0.0,neutral,0,18,18
arrast,-0.0,neutral,0,14,14
inegoci,0.0,neutral,0,5,5
josh,-0.0,neutral,0,14,14
requ,0.0,neutral,0,9,9
ancin,0.0,neutral,0,8,8
paláci,0.0,neutral,0,8,8
chinel,0.0,neutral,0,12,12
chifr,0.0,neutral,0,12,12
beij,0.0,neutral,12,169,181
taemin,0.0,neutral,0,8,8
entusiasm,0.0,neutral,0,6,6
louil,0.0,neutral,0,8,8
cupom,0.0,neutral,0,8,8
colet,-0.0,neutral,0,14,14
faix,-0.0,neutral,0,15,15
pexit,0.0,neutral,0,8,8
liberal,0.0,neutral,0,6,6
tint,0.0,neutral,0,8,8
apit,0.0,neutral,0,6,6
minh,0.0,neutral,0,6,6
mediá,0.0,neutral,0,8,8
blogu,-0.0,neutral,0,14,14
autoritar,0.0,neutral,0,9,9
clip,0.0,neutral,2,36,38
pqppp,0.0,neutral,0,6,6
intelect,-0.0,neutral,0,13,13
ernest,0.0,neutral,0,10,10
vascaín,0.0,neutral,0,10,10
compromet,-0.0,neutral,0,13,13
turmadamonicalac,0.0,neutral,0,8,8
língu,-0.0,neutral,0,18,18
sall,0.0,neutral,1,26,27
determin,-0.0,neutral,0,17,17
íntim,-0.0,neutral,1,27,28
stan,-0.0,neutral,0,20,20
ofert,0.0,neutral,0,6,6
sere,0.0,neutral,0,6,6
mônic,0.0,neutral,0,10,10
tudoo,0.0,neutral,0,6,6
client,-0.0,neutral,1,31,32
classific,0.0,neutral,2,31,33
anális,0.0,neutral,0,10,10
desativ,0.0,neutral,0,10,10
caralho,0.0,neutral,0,8,8
blink,0.0,neutral,0,6,6
afric,0.0,neutral,0,9,9
doend,0.0,neutral,3,46,49
portugues,0.0,neutral,1,19,20
necessit,0.0,neutral,0,6,6
períod,-0.0,neutral,0,16,16
humildad,0.0,neutral,0,8,8
nand,0.0,neutral,0,5,5
pott,0.0,neutral,0,6,6
cosp,0.0,neutral,0,8,8
baek,0.0,neutral,0,6,6
prop贸sit,0.0,neutral,0,6,6
comb,0.0,neutral,0,8,8
arrebent,-0.0,neutral,0,18,18
coment谩ri,-0.0,neutral,0,14,14
exposingmindustry,0.0,neutral,0,12,12
friac,0.0,neutral,0,10,10
febr,-0.0,neutral,0,16,16
tmlc,0.0,neutral,0,10,10
sakur,0.0,neutral,0,6,6
psicologic,0.0,neutral,0,6,6
mail,-0.0,neutral,0,20,20
aiai,0.0,neutral,0,8,8
per铆od,0.0,neutral,0,6,6
campin,-0.0,neutral,0,19,19
chic,0.0,neutral,1,17,18
veícul,0.0,neutral,0,8,8
coimbr,0.0,neutral,0,11,11
sportingu,0.0,neutral,0,6,6
paraib,0.0,neutral,0,7,7
implic,0.0,neutral,0,7,7
reduç,-0.0,neutral,0,14,14
inesquec,0.0,neutral,0,10,10
bang,0.0,neutral,0,8,8
anot,0.0,neutral,0,5,5
timelin,-0.0,neutral,0,18,18
novidad,0.0,neutral,1,19,20
find,0.0,neutral,0,6,6
loll,0.0,neutral,0,8,8
digit,-0.0,neutral,0,13,13
descubr,-0.0,neutral,0,14,14
boquit,0.0,neutral,0,6,6
cache,0.0,neutral,0,6,6
acend,0.0,neutral,0,8,8
caf茅,0.0,neutral,0,8,8
cortin,0.0,neutral,0,6,6
derret,0.0,neutral,0,8,8
army,-0.0,neutral,1,29,30
selc,0.0,neutral,0,6,6
oper,0.0,neutral,2,31,33
murr,-0.0,neutral,0,16,16
verdevald,0.0,neutral,1,22,23
atur,0.0,neutral,0,10,10
crit,-0.0,neutral,0,17,17
bon茅,0.0,neutral,0,6,6
abert,0.0,neutral,3,48,51
depo,0.0,neutral,1,18,19
padrast,0.0,neutral,0,8,8
esport,-0.0,neutral,0,16,16
hell,0.0,neutral,0,5,5
milh玫,0.0,neutral,0,12,12
leandr,0.0,neutral,0,6,6
deprim,0.0,neutral,0,8,8
romantiz,0.0,neutral,0,8,8
definitiv,-0.0,neutral,0,16,16
inscrev,-0.0,neutral,0,16,16
constrang,0.0,neutral,0,11,11
lorenaqueirozig,0.0,neutral,0,8,8
xaroc,0.0,neutral,0,6,6
mood,0.0,neutral,0,8,8
índi,0.0,neutral,2,34,36
buen,0.0,neutral,0,7,7
conflit,0.0,neutral,1,19,20
camar,0.0,neutral,0,9,9
hummm,0.0,neutral,0,7,7
promess,0.0,neutral,1,20,21
royal,0.0,neutral,0,6,6
zagu,0.0,neutral,0,8,8
fanbas,0.0,neutral,0,6,6
sextadetremurasdv,-0.0,neutral,0,14,14
tímid,0.0,neutral,0,10,10
morumb,0.0,neutral,0,6,6
posic,0.0,neutral,0,5,5
varand,0.0,neutral,0,6,6
pirr,0.0,neutral,0,6,6
rem茅di,0.0,neutral,0,6,6
plataform,0.0,neutral,0,12,12
impec,-0.0,neutral,0,13,13
sacan,-0.0,neutral,1,34,35
curi,0.0,neutral,1,25,26
empoder,0.0,neutral,0,9,9
document,-0.0,neutral,1,35,36
andress,0.0,neutral,0,10,10
mang,-0.0,neutral,0,13,13
vsfd,-0.0,neutral,0,18,18
jean,0.0,neutral,0,6,6
recomend,0.0,neutral,0,7,7
cach,0.0,neutral,1,20,21
ascens,0.0,neutral,0,5,5
motel,0.0,neutral,0,6,6
conteud,0.0,neutral,0,6,6
estaçã,0.0,neutral,0,10,10
joelh,-0.0,neutral,0,16,16
templ,-0.0,neutral,0,18,18
hariany,0.0,neutral,0,6,6
psicolog,-0.0,neutral,0,18,18
facilit,0.0,neutral,0,6,6
abism,0.0,neutral,0,8,8
sedent,0.0,neutral,0,6,6
figueired,0.0,neutral,0,5,5
domíni,0.0,neutral,0,10,10
pfvr,0.0,neutral,0,12,12
alvalad,0.0,neutral,0,6,6
joaquim,0.0,neutral,0,6,6
adiv,0.0,neutral,0,11,11
justi莽,0.0,neutral,0,10,10
necess,0.0,neutral,4,58,62
caralhoooo,0.0,neutral,0,12,12
adoç,0.0,neutral,0,8,8
itali,0.0,neutral,0,10,10
conced,0.0,neutral,0,9,9
lulalivr,0.0,neutral,0,5,5
critiq,0.0,neutral,0,6,6
rebol,-0.0,neutral,0,16,16
comid,0.0,neutral,0,10,10
forçatrump,0.0,neutral,0,10,10
vodk,0.0,neutral,0,6,6
diári,0.0,neutral,0,10,10
aeee,0.0,neutral,0,6,6
adri,0.0,neutral,0,6,6
catarin,0.0,neutral,1,18,19
moisés,0.0,neutral,0,5,5
meteor,0.0,neutral,0,8,8
mari,-0.0,neutral,0,16,16
stark,0.0,neutral,0,8,8
design,0.0,neutral,0,10,10
proselit,0.0,neutral,0,6,6
encolh,0.0,neutral,0,6,6
aproxim,0.0,neutral,0,10,10
reivindic,0.0,neutral,0,5,5
flop,0.0,neutral,1,24,25
dmss,0.0,neutral,0,6,6
cosplay,0.0,neutral,0,6,6
mais,0.0,neutral,0,10,10
alic,0.0,neutral,0,10,10
prestígi,0.0,neutral,0,5,5
miud,0.0,neutral,0,6,6
madry,0.0,neutral,0,8,8
decorr,0.0,neutral,0,8,8
fodac,0.0,neutral,0,8,8
leonard,0.0,neutral,0,6,6
costum,0.0,neutral,1,21,22
voss,0.0,neutral,2,36,38
satisfatóri,0.0,neutral,0,12,12
lorenn,-0.0,neutral,0,16,16
baian,-0.0,neutral,2,43,45
estic,0.0,neutral,0,8,8
filósof,0.0,neutral,0,10,10
danil,-0.0,neutral,0,14,14
mecân,-0.0,neutral,0,16,16
alcanc,0.0,neutral,0,6,6
futur,0.0,neutral,7,105,112
hacke,0.0,neutral,0,8,8
look,-0.0,neutral,0,20,20
autor,0.0,neutral,2,36,38
zoom,0.0,neutral,0,5,5
mongoloid,0.0,neutral,0,6,6
morg,0.0,neutral,0,6,6
desconheç,0.0,neutral,0,6,6
mercad,0.0,neutral,0,6,6
horr铆,0.0,neutral,0,6,6
deltannapgr,-0.0,neutral,0,18,18
cllr,0.0,neutral,0,6,6
bronc,0.0,neutral,0,6,6
recei,0.0,neutral,0,8,8
tourett,-0.0,neutral,0,18,18
brig,0.0,neutral,10,142,152
amooo,0.0,neutral,0,9,9
visualiz,0.0,neutral,0,8,8
irm茫,-0.0,neutral,0,18,18
diár,0.0,neutral,0,10,10
abord,0.0,neutral,1,18,19
patrocíni,0.0,neutral,0,12,12
regress,0.0,neutral,0,6,6
kpopp,0.0,neutral,0,6,6
hernan,0.0,neutral,0,8,8
desigualdad,0.0,neutral,0,5,5
blackfriday,0.0,neutral,0,8,8
bolsonaronabah,0.0,neutral,0,6,6
marinaruybarb,-0.0,neutral,0,14,14
opost,0.0,neutral,0,5,5
isol,0.0,neutral,0,7,7
ambi,-0.0,neutral,1,28,29
barrac,0.0,neutral,0,10,10
ronc,0.0,neutral,0,8,8
basic,-0.0,neutral,0,19,19
patamar,-0.0,neutral,0,14,14
ênfas,0.0,neutral,0,6,6
gilbert,0.0,neutral,0,6,6
atlet,-0.0,neutral,0,16,16
telegr,0.0,neutral,0,10,10
comeback,0.0,neutral,0,10,10
alme,0.0,neutral,0,6,6
modu,0.0,neutral,0,6,6
conceit,-0.0,neutral,1,32,33
posi,0.0,neutral,1,22,23
resp,0.0,neutral,2,36,38
delacruz,0.0,neutral,0,8,8
churr,0.0,neutral,0,12,12
print,0.0,neutral,3,51,54
queij,0.0,neutral,0,10,10
origin,0.0,neutral,0,11,11
brink,0.0,neutral,0,6,6
trezent,0.0,neutral,0,5,5
filtr,0.0,neutral,1,19,20
talh,0.0,neutral,0,6,6
respons,0.0,neutral,4,67,71
decol,0.0,neutral,0,6,6
félix,0.0,neutral,0,5,5
remix,0.0,neutral,0,6,6
trad,0.0,neutral,0,7,7
greenwald,0.0,neutral,0,6,6
corag,-0.0,neutral,7,117,124
teor,-0.0,neutral,1,30,31
mastig,0.0,neutral,0,8,8
plac,0.0,neutral,1,23,24
glow,0.0,neutral,0,6,6
capítul,0.0,neutral,0,11,11
alvar,0.0,neutral,0,7,7
régu,0.0,neutral,0,6,6
durm,-0.0,neutral,0,18,18
anitt,0.0,neutral,1,17,18
medicin,0.0,neutral,0,8,8
conjunt,-0.0,neutral,0,19,19
funk,0.0,neutral,3,48,51
cabeleir,0.0,neutral,0,6,6
galv,0.0,neutral,0,8,8
strogonoff,0.0,neutral,0,8,8
soundcloud,0.0,neutral,0,6,6
recarreg,0.0,neutral,0,6,6
trucul,0.0,neutral,0,6,6
juli,0.0,neutral,0,11,11
trans,0.0,neutral,4,65,69
styl,0.0,neutral,0,10,10
algu,0.0,neutral,5,72,77
penh,0.0,neutral,0,6,6
semestr,0.0,neutral,0,10,10
simm,0.0,neutral,0,11,11
seokjin,0.0,neutral,0,8,8
lady,-0.0,neutral,0,14,14
brother,0.0,neutral,0,6,6
dominic,0.0,neutral,1,25,26
mobil,0.0,neutral,0,6,6
novel,0.0,neutral,0,8,8
arrascaet,0.0,neutral,0,6,6
aeeee,0.0,neutral,0,7,7
muuuuit,0.0,neutral,0,6,6
suprem,-0.0,neutral,1,28,29
cond,-0.0,neutral,3,57,60
come莽,-0.0,neutral,0,18,18
ivank,0.0,neutral,0,6,6
festiv,-0.0,neutral,0,18,18
aven,0.0,neutral,0,8,8
convit,-0.0,neutral,0,20,20
ótic,0.0,neutral,0,6,6
bond,0.0,neutral,0,12,12
maicon,0.0,neutral,0,6,6
apar,0.0,neutral,0,10,10
municip,0.0,neutral,0,5,5
estat,0.0,neutral,0,6,6
contig,-0.0,neutral,3,59,62
flnd,0.0,neutral,0,6,6
baby,0.0,neutral,0,8,8
visit,0.0,neutral,2,32,34
jason,0.0,neutral,0,6,6
monopóli,0.0,neutral,0,6,6
caravan,0.0,neutral,0,11,11
decor,-0.0,neutral,0,15,15
hort,0.0,neutral,0,8,8
consequenc,0.0,neutral,0,5,5
trigonométr,0.0,neutral,0,6,6
qual,0.0,neutral,4,61,65
couv,0.0,neutral,0,6,6
plot,-0.0,neutral,0,14,14
aeroport,0.0,neutral,1,17,18
informá,0.0,neutral,0,6,6
exib,0.0,neutral,0,8,8
trumppresident,0.0,neutral,0,6,6
tayl,0.0,neutral,0,12,12
recl,0.0,neutral,0,8,8
evoluç,0.0,neutral,0,8,8
girl,-0.0,neutral,0,14,14
titi,0.0,neutral,0,6,6
hidrat,-0.0,neutral,0,13,13
foic,0.0,neutral,0,6,6
gomez,0.0,neutral,0,8,8
debut,0.0,neutral,1,17,18
siriric,0.0,neutral,0,10,10
sortud,0.0,neutral,0,6,6
anúnci,0.0,neutral,0,12,12
ícon,0.0,neutral,1,18,19
gand,0.0,neutral,0,8,8
kpop,0.0,neutral,1,25,26
carent,0.0,neutral,1,19,20
toxic,-0.0,neutral,0,18,18
milton,0.0,neutral,0,8,8
karol,0.0,neutral,0,10,10
silenc,0.0,neutral,0,8,8
reconstruç,0.0,neutral,0,5,5
consens,0.0,neutral,0,6,6
agrotóx,0.0,neutral,0,8,8
eman,0.0,neutral,0,5,5
metr,-0.0,neutral,0,13,13
glori,0.0,neutral,0,5,5
casac,0.0,neutral,1,24,25
espontâne,0.0,neutral,0,5,5
sagr,-0.0,neutral,1,32,33
coaf,0.0,neutral,0,6,6
tamp,0.0,neutral,0,12,12
barç,0.0,neutral,0,8,8
ariquem,0.0,neutral,0,6,6
matur,0.0,neutral,0,8,8
tesud,0.0,neutral,0,6,6
maris,-0.0,neutral,0,18,18
tony,0.0,neutral,0,8,8
helen,0.0,neutral,0,8,8
científ,0.0,neutral,0,10,10
piril,0.0,neutral,0,8,8
anticrim,0.0,neutral,0,5,5
alerg,0.0,neutral,0,10,10
mendonç,0.0,neutral,0,6,6
ipad,0.0,neutral,0,6,6
charm,-0.0,neutral,0,14,14
moni,0.0,neutral,0,6,6
desp,0.0,neutral,0,6,6
psicólog,0.0,neutral,0,12,12
gued,0.0,neutral,0,9,9
reform,0.0,neutral,2,35,37
amanh茫,0.0,neutral,0,12,12
calour,0.0,neutral,0,8,8
feri,0.0,neutral,0,6,6
estup,0.0,neutral,0,12,12
desaparec,0.0,neutral,1,19,20
visibil,0.0,neutral,0,9,9
terç,-0.0,neutral,0,20,20
ituan,0.0,neutral,0,6,6
emojil,0.0,neutral,0,6,6
descart,-0.0,neutral,0,15,15
coloqu,0.0,neutral,0,8,8
whatsapp,0.0,neutral,1,24,25
refriger,0.0,neutral,0,6,6
nobr,0.0,neutral,0,7,7
plan,0.0,neutral,5,72,77
evid,-0.0,neutral,0,17,17
caralhoo,0.0,neutral,0,8,8
billi,0.0,neutral,0,10,10
transmiss,0.0,neutral,0,5,5
porraaaa,0.0,neutral,0,12,12
cism,0.0,neutral,0,6,6
yugyeom,0.0,neutral,0,6,6
intoxic,0.0,neutral,0,5,5
xeru,0.0,neutral,0,6,6
assit,0.0,neutral,0,6,6
figu,0.0,neutral,0,10,10
est茫,-0.0,neutral,0,16,16
vazajat,0.0,neutral,0,6,6
troç,0.0,neutral,0,6,6
desmont,0.0,neutral,0,6,6
vulnerável,0.0,neutral,0,6,6
portã,0.0,neutral,0,10,10
propost,0.0,neutral,1,23,24
angr,0.0,neutral,0,6,6
busc,0.0,neutral,5,79,84
bieb,0.0,neutral,0,8,8
pejora,0.0,neutral,0,5,5
simpá,-0.0,neutral,0,13,13
seleç,-0.0,neutral,0,17,17
influenc,0.0,neutral,0,12,12
fraqu,0.0,neutral,0,12,12
cntg,-0.0,neutral,0,16,16
submarin,0.0,neutral,0,6,6
mudanç,0.0,neutral,3,53,56
desmarc,0.0,neutral,0,6,6
paraguai,0.0,neutral,0,6,6
brend,0.0,neutral,0,6,6
simul,0.0,neutral,0,6,6
anal,0.0,neutral,0,6,6
cril,0.0,neutral,0,8,8
nerv,-0.0,neutral,1,31,32
libr,0.0,neutral,0,6,6
latej,0.0,neutral,0,6,6
bianc,0.0,neutral,0,6,6
coraj,-0.0,neutral,0,16,16
agênc,0.0,neutral,0,5,5
minúscul,0.0,neutral,0,6,6
economiz,0.0,neutral,0,8,8
piment,0.0,neutral,0,10,10
bangchanselcaday,0.0,neutral,0,6,6
grau,-0.0,neutral,1,34,35
crush,-0.0,neutral,1,29,30
medalh,-0.0,neutral,0,13,13
manj,-0.0,neutral,0,14,14
jenni,0.0,neutral,0,6,6
icôn,0.0,neutral,0,10,10
for莽,0.0,neutral,0,10,10
coloq,0.0,neutral,1,25,26
biquín,0.0,neutral,0,8,8
educa莽茫,0.0,neutral,0,6,6
turmafeirav,0.0,neutral,0,6,6
pescoç,0.0,neutral,0,8,8
p煤bl,0.0,neutral,0,6,6
marac,0.0,neutral,0,6,6
sacol,0.0,neutral,0,5,5
encomend,0.0,neutral,0,7,7
tabac,0.0,neutral,0,10,10
trânsit,0.0,neutral,0,11,11
arian,-0.0,neutral,0,14,14
patif,0.0,neutral,0,6,6
enjo,-0.0,neutral,0,18,18
overdosedetourett,-0.0,neutral,0,15,15
sóbri,0.0,neutral,0,5,5
danc,0.0,neutral,0,8,8
pert,0.0,neutral,7,104,111
remov,0.0,neutral,0,8,8
porraaaaaaa,0.0,neutral,0,12,12
fansit,0.0,neutral,0,6,6
coach,0.0,neutral,0,6,6
view,0.0,neutral,0,12,12
permaneç,0.0,neutral,0,5,5
amarel,0.0,neutral,2,31,33
twitt,0.0,neutral,14,201,215
jaquet,0.0,neutral,0,12,12
imperd,0.0,neutral,0,5,5
trap,0.0,neutral,0,12,12
warri,0.0,neutral,0,6,6
confront,-0.0,neutral,0,14,14
drag,0.0,neutral,0,10,10
comec,0.0,neutral,3,48,51
karen,0.0,neutral,0,8,8
enfim,-0.0,neutral,2,47,49
perigos,0.0,neutral,0,8,8
romp,0.0,neutral,0,6,6
singel,0.0,neutral,0,6,6
receit,0.0,neutral,1,19,20
email,-0.0,neutral,0,14,14
fern,0.0,neutral,1,21,22
shawn,-0.0,neutral,0,14,14
muitoo,-0.0,neutral,0,17,17
aquec,0.0,neutral,0,12,12
sábi,0.0,neutral,0,7,7
curitib,0.0,neutral,1,21,22
fnac,0.0,neutral,0,6,6
equilíbri,0.0,neutral,0,5,5
endgam,0.0,neutral,0,8,8
romer,0.0,neutral,0,6,6
incêndi,0.0,neutral,0,10,10
recepç,0.0,neutral,0,10,10
corinthi,0.0,neutral,0,8,8
rush,0.0,neutral,0,6,6
prév,0.0,neutral,0,6,6
desabaf,0.0,neutral,0,6,6
ditaduradostf,0.0,neutral,0,8,8
caminhon,0.0,neutral,0,5,5
jack,0.0,neutral,0,10,10
light,0.0,neutral,0,6,6
anunci,0.0,neutral,1,22,23
assinat,0.0,neutral,0,11,11
rol锚,0.0,neutral,0,6,6
putaç,0.0,neutral,0,6,6
cearens,0.0,neutral,0,8,8
psso,-0.0,neutral,0,14,14
voad,0.0,neutral,0,6,6
ovacion,0.0,neutral,0,12,12
ranh,0.0,neutral,0,6,6
veter,0.0,neutral,0,10,10
comentar,-0.0,neutral,0,13,13
estour,0.0,neutral,0,8,8
rinoplast,0.0,neutral,0,6,6
daquil,0.0,neutral,0,6,6
deposit,0.0,neutral,0,10,10
miau,0.0,neutral,0,6,6
correverdevald,-0.0,neutral,0,14,14
jorg,-0.0,neutral,0,14,14
absorv,0.0,neutral,0,8,8
kurt,0.0,neutral,0,6,6
luansantanashow,0.0,neutral,0,12,12
conex,0.0,neutral,0,10,10
louv,0.0,neutral,0,8,8
toqui,0.0,neutral,0,12,12
devag,0.0,neutral,0,7,7
nacion,0.0,neutral,0,8,8
n煤mer,0.0,neutral,0,8,8
felip,-0.0,neutral,1,29,30
porraaa,0.0,neutral,0,8,8
gregóri,0.0,neutral,0,6,6
parano,0.0,neutral,0,6,6
torr,-0.0,neutral,0,16,16
abra莽,0.0,neutral,0,8,8
toffol,0.0,neutral,1,25,26
flumin,0.0,neutral,0,12,12
atualiz,0.0,neutral,0,8,8
period,0.0,neutral,0,6,6
tazercraft,0.0,neutral,0,12,12
vovó,0.0,neutral,0,7,7
concentr,-0.0,neutral,0,16,16
michael,0.0,neutral,0,12,12
djong,0.0,neutral,0,12,12
tesa,-0.0,neutral,0,14,14
chopp,0.0,neutral,0,10,10
lucr,0.0,neutral,2,32,34
cigarr,0.0,neutral,2,36,38
trail,0.0,neutral,0,10,10
body,0.0,neutral,0,6,6
shipp,0.0,neutral,1,21,22
calh,0.0,neutral,0,6,6
mama,0.0,neutral,0,6,6
afilh,0.0,neutral,0,8,8
dimens,0.0,neutral,0,6,6
recent,0.0,neutral,0,10,10
sacrifíci,0.0,neutral,0,11,11
extr,0.0,neutral,1,18,19
agoni,0.0,neutral,0,6,6
inscr,-0.0,neutral,0,14,14
